unnamed,type,episodeNumber,name,url,description,season,places,State,MillionDollar,show,location,coords,point,lat,lng,altitude,hgtv_go_url,hgtv_go_url_good,hulu_url
1433,TVEpisode,8,Classic vs. Cool in Upstate New York,https://www.hgtv.com/shows/house-hunters/episodes/heather-wants-classic-but-joe-wants-cool-factor-in-upstate-new-york,"Student counselor Heather scored free dorm housing at a university near Rochester, New York. But now she and her husband Joe are ready to trade campus life for a home of their own.  They've agreed to spend up to $200,000 on a place with space to start a family near the quaint town of Geneseo, but disagree on one big issue: while Heather wants a classic Colonial with old-fashioned charm and details, Joe would prefer a cool, contemporary space with one-of-a-kind features that'll impress his friends.  Factor in Joe's demand for a huge yard and privacy from neighbors, and this is bound to be a challenging house hunt!",84,Rochester,New York,0,House Hunters,"Rochester, New York","Rochester, Monroe County, New York, United States of America","(43.157285, -77.615214, 0.0)",43.157285,-77.615214,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/classic-vs-cool-in-upstate-new-york,Bad,
1292,TVEpisode,11,"Single Gal Debates Suburbs vs. City Life in Rochester, New York",https://www.hgtv.com/shows/house-hunters/episodes/9500/single-gal-debates-suburbs-vs-city-life-in-rochester-new-york,"Karin recently moved back to her hometown of Rochester, New York, and is on the hunt for a home with space to entertain, and a yard for her dog, in the suburbs.  But her sister Kourtney thinks a single professional like Karin should by near the nightlife in the heart of the downtown.  Can she convince big sis to put her social life ahead of her wish list?",95,Rochester,New York,0,House Hunters,"Rochester, New York","Rochester, Monroe County, New York, United States of America","(43.157285, -77.615214, 0.0)",43.157285,-77.615214,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/single-gal-debates-suburbs-vs-city-life-in-rochester-new-york,Bad,
1259,TVEpisode,2,Couple Needs Space to Raise Twins in Upstate New York,https://www.hgtv.com/shows/house-hunters/episodes/couple-needs-space-to-raise-twins-in-upstate-new-york,"Political consultant John and his wife Jessica have moved from Washington D.C. to upstate New York to bring up their twin girls near family. John needs a private office where he can run his political advertising business without being interrupted by crying babies, while Jessica's more concerned with finding a big entertaining space to host her extended family. Can they find a move-in ready home in Rochester that falls within a $200,000 budget?",96,Rochester,New York,0,House Hunters,"Rochester, New York","Rochester, Monroe County, New York, United States of America","(43.157285, -77.615214, 0.0)",43.157285,-77.615214,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/couple-needs-space-to-raise-twins-in-upstate-new-york,Bad,
1091,TVEpisode,3,Young Family in Rochester Disagree on City vs. Suburbs,https://www.hgtv.com/shows/house-hunters/episodes/young-family-in-rochester-disagree-on-city-vs-suburbs,"A young couple loves resurging Rochester, New York, and are excited to buy a home for themselves and their young daughter, but they can't agree location. He wants city, she wants suburbs.",109,Rochester,New York,0,House Hunters,"Rochester, New York","Rochester, Monroe County, New York, United States of America","(43.157285, -77.615214, 0.0)",43.157285,-77.615214,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/young-family-in-rochester-disagree-on-city-vs-suburbs,Bad,
872,TVEpisode,4,"A Room for Taxidermy in Rochester, NY",https://www.hgtv.com/shows/house-hunters/episodes/a-room-for-taxidermy-in-rochester-ny,"Two fitness buffs from Tennessee relocate to Rochester, New York, and hope to find a home with an open kitchen, a big yard for their dog and enough space to pursue their new hobby -- taxidermy!",126,Rochester,New York,0,House Hunters,"Rochester, New York","Rochester, Monroe County, New York, United States of America","(43.157285, -77.615214, 0.0)",43.157285,-77.615214,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/a-room-for-taxidermy-in-rochester-ny,Bad,
799,TVEpisode,10,Starter Home or Forever Home,https://www.hgtv.com/shows/house-hunters/episodes/starter-home-or-forever-home,"A Rochester, NY, couple can't decide between a starter home and a forever home for their growing family. He wants a large forever home that the kids can grow up in but she's anxious about committing to anything more than a smaller starter home. Is there a home in New York that will satisfy both?",132,Rochester,New York,0,House Hunters,"Rochester, New York","Rochester, Monroe County, New York, United States of America","(43.157285, -77.615214, 0.0)",43.157285,-77.615214,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/starter-home-or-forever-home,Bad,
384,TVEpisode,3,Ready for a Family in Rochester,https://www.hgtv.com/shows/house-hunters/episodes/ready-for-a-family-in-rochester,"First-time buyers are on the hunt for a home in Rochester, New York. She's looking for a place with a home office near the city but he's hoping for a big backyard and a little privacy farther out. Most of all, this young couple just needs more room to start their family.",163,Rochester,New York,0,House Hunters,"Rochester, New York","Rochester, Monroe County, New York, United States of America","(43.157285, -77.615214, 0.0)",43.157285,-77.615214,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/ready-for-a-family-in-rochester,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a341
1280,TVEpisode,11,"Single Gal Debates Suburbs vs. City Life in Rochester, New York",https://www.hgtv.com/shows/house-hunters/episodes/single-gal-debates-suburbs-vs-city-life-in-rochester-new-york,"Karin recently moved back to her hometown of Rochester, New York, and is on the hunt for a home with space to entertain, and a yard for her dog, in the suburbs.  But her sister Kourtney thinks a single professional like Karin should by near the nightlife in the heart of the downtown.  Can she convince big sis to put her social life ahead of her wish list?",9500-1,Rochester,New York,0,House Hunters,"Rochester, New York","Rochester, Monroe County, New York, United States of America","(43.157285, -77.615214, 0.0)",43.157285,-77.615214,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/single-gal-debates-suburbs-vs-city-life-in-rochester-new-york,Bad,
1918,TVEpisode,10,Young Homebuyer in St. Louis,https://www.hgtv.com/shows/house-hunters/episodes/brian-wants-to-buy-his-own-st-louis-condo-before-he-starts-his-new-job-and-opinionated-mom-is-in-town-to-help-him-with-the-search,"Even though he is only twenty-one and just out of college, Brian is convinced he would be better off buying a home than renting one - as long as he stays within his budget of $100K - $130K. Since he is new to St. Louis and new to house hunting, his mother Marion has come with him from New York to help him with his search. She has definite ideas of what he should look for and is not at all shy about voicing her opinions!",47,Marion,New York,0,House Hunters,"Marion, New York","Marion, Marion Town, Wayne County, New York, 14505, United States of America","(43.143397, -77.189147, 0.0)",43.143397,-77.189147,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/young-homebuyer-in-st-louis,Bad,
1126,TVEpisode,12,"Young Couple Looks for a Family Farm in Rockford, Michigan",https://www.hgtv.com/shows/house-hunters/episodes/young-couple-looks-for-a-family-farm-in-rockford-michigan,"A thirtysomething married couple with kids looks to purchase a home with a farm to raise livestock in Rockford, Michigan. While he's set on getting a minimum of 10 acres, she's more concerned about buying a home in a family-friendly neighborhood for their children.",107,Rockford,Michigan,0,House Hunters,"Rockford, Michigan","Rockford, Kent County, Michigan, 49351, United States of America","(43.119721, -85.559604, 0.0)",43.119721,-85.559604,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/young-couple-looks-for-a-family-farm-in-rockford-michigan,Bad,
383,TVEpisode,2,Upsizing in Maine,https://www.hgtv.com/shows/house-hunters/episodes/upsizing-in-maine,"Married wedding photographers have decided to upsize from their 450-square-foot condo in Kittery, Maine, after their daughter moves back in with them. They agree that they don't want a place that's too big, but while she's willing to do some work to get the features she wants, he wants move-in ready.",163,Kittery,Maine,0,House Hunters,"Kittery, Maine","Kittery, York County, Maine, United States of America","(43.088448, -70.736847, 0.0)",43.088448,-70.736847,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/upsizing-in-maine,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a338
927,TVEpisode,8,Seeking Paradise in Upstate New York,https://www.hgtv.com/shows/house-hunters/episodes/seeking-paradise-in-upstate-new-york,"A family of four wants to lay down roots in the tranquil town of Saratoga Springs in upstate New York. She wants a Colonial or Cape Cod-style home nestled in a family-friendly neighborhood, but he wants a farmhouse with lots of land and access to a lake.",122,Saratoga Springs,New York,0,House Hunters,"Saratoga Springs, New York","Saratoga Springs, City of Saratoga Springs, Saratoga County, New York, 12866, United States of America","(43.0821793, -73.7853915, 0.0)",43.0821793,-73.7853915,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/seeking-paradise-in-upstate-new-york,Bad,
2236,TVEpisode,8,Busting at the Seams,https://www.hgtv.com/shows/house-hunters/episodes/from-starter-home-to-homestead,"Now that the Olson Family has doubled in size, their starter home in Madison, Wis., just isn't big enough. They would like to move to the nearby suburb of Cottage Grove, where they are both from and where they still have a lot of family. Real estate agent Kristin Wild is on hand to help.",21,Madison,Wisconsin,0,House Hunters,"Madison, Wisconsin","Madison, Dane County, Wisconsin, United States of America","(43.074761, -89.3837613, 0.0)",43.074761,-89.3837613,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/busting-at-the-seams,Bad,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a31
2192,TVEpisode,1,First House Together,https://www.hgtv.com/shows/house-hunters/episodes/first-house-together,They've been looking for awhile. Can this Wisconsin couple find their first house together?,24,,Wisconsin,0,House Hunters,,,,43.074761,-89.3837613,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/first-house-together,Bad,
2138,TVEpisode,9,Making the Most of Madison,https://www.hgtv.com/shows/house-hunters/episodes/making-the-most-of-madison,"Nick and Melodie Winscher are eager to stop renting and are starting to look for their first home in Madison, Wisconsin.  They hope to find a two-bedroom house with a two-car garage.  Since Nick works from home, he would like an office that is separate from the rest of the house.",29,Madison,Wisconsin,0,House Hunters,"Madison, Wisconsin","Madison, Dane County, Wisconsin, United States of America","(43.074761, -89.3837613, 0.0)",43.074761,-89.3837613,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/making-the-most-of-madison,Bad,
1565,TVEpisode,8,A Wisconson Couple Searches for a Spacious Family Home,https://www.hgtv.com/shows/house-hunters/episodes/a-wisconson-couple-searches-for-a-spacious-family-home,"Darren, Megan and their two young daughters enjoy living in Madison, Wisconsin, but they aren't thrilled with their small, two bedroom apartment. So this growing family is on the hunt for a large single family home. Unfortunately they've been searching for almost a year, mainly because Darren is always looking for a better deal, and is particular about certain details.  He'd like hardwood floors throughout the entire house, and brings a tape measurer when viewing homes, to ensure their large truck will fit in the garage.",74,Madison,Wisconsin,0,House Hunters,"Madison, Wisconsin","Madison, Dane County, Wisconsin, United States of America","(43.074761, -89.3837613, 0.0)",43.074761,-89.3837613,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/a-wisconson-couple-searches-for-a-spacious-family-home,Bad,
1511,TVEpisode,6,Wisconsin Real Estate Agent Struggles to Find a Home For His Own Family,https://www.hgtv.com/shows/house-hunters/episodes/wisconsin-real-estate-agent-struggles-to-find-a-home-for-his-own-family,"Madison, Wisconsin, real estate agent, Josh, is used to demanding clients.  But he didn't expect house hunting with his own wife, Jenna, to be his such a challenge.  Jenna cares more about the size and design features, while Josh is focused on being in a location where he can ride his bike to work.  Josh may have no trouble finding the right home for other people, but will this agent come through with the perfect place for his family to live in?",78,Madison,Wisconsin,0,House Hunters,"Madison, Wisconsin","Madison, Dane County, Wisconsin, United States of America","(43.074761, -89.3837613, 0.0)",43.074761,-89.3837613,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/wisconsin-real-estate-agent-struggles-to-find-a-home-for-his-own-family,Bad,
1497,TVEpisode,5,Wisconsin Couple Can't Agree on Buying Rural or Urban Home,https://www.hgtv.com/shows/house-hunters/episodes/wisconsin-couple-cant-agree-on-buying-rural-or-urban-home,"Andy and Colleen sold their first house and are staying with her mom as they house hunt for their growing family.  While they currently live and work in St. Paul, Minnesota, they're looking to buy in nearby western Wisconsin. They have one major roadblock, however: Andy wants at least 10 acres and doesn't want to see any neighbors nearby. His wife wants the opposite: minimal acreage with lots of neighbors. Will Andy be able to get his city-slicker wife to see his point of view and move out to the country?",79,,Wisconsin,0,House Hunters,,,,43.074761,-89.3837613,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/wisconsin-couple-cant-agree-on-buying-rural-or-urban-home,Bad,
1256,TVEpisode,12,"Television Actors Hunt for a Vacation Home in Jackson Hole, Wyoming",https://www.hgtv.com/shows/house-hunters/episodes/television-actors-hunt-for-a-vacation-home-in-jackson-hole-wyoming,"Television actors Eric and Sarah are eager to escape the L.A. grind and buy a vacation home in the mountain paradise of Jackson Hole, Wyoming.  They want a rustic place with great views of the mountains, and it must be large enough for their whole extended family to enjoy. With several stunning properties that fit their criteria, the biggest challenge will be narrowing it down to one.",97,Jackson Hole,Wyoming,0,House Hunters,,,,43.074761,-89.3837613,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/television-actors-hunt-for-a-vacation-home-in-jackson-hole-wyoming,Bad,
1105,TVEpisode,4,Family of Seven Looking for Larger House in Wisconsin,https://www.hgtv.com/shows/house-hunters/episodes/family-of-seven-looking-for-larger-house-in-wisconsin,"A couple and their five kids need room to spread out, so they're hunting for a large single-family home. They need at least four bedrooms, but are also hoping to have enough space for a music studio, an office and a large lot.",108,,Wisconsin,0,House Hunters,,,,43.074761,-89.3837613,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/family-of-seven-looking-for-larger-house-in-wisconsin,Bad,
486,TVEpisode,13,Moving On to Madison,https://www.hgtv.com/shows/house-hunters/episodes/moving-on-to-madison,"A couple with a $650,000 budget searches for a home in Madison, Wisconsin. But since she wants something near downtown and he wants to maximize their budget by landing a party pad out in the suburbs, they'll find that any budget comes with compromises.",156,Madison,Wisconsin,0,House Hunters,"Madison, Wisconsin","Madison, Dane County, Wisconsin, United States of America","(43.074761, -89.3837613, 0.0)",43.074761,-89.3837613,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/moving-on-to-madison,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a256
445,TVEpisode,13,Freedom to Travel,https://www.hgtv.com/shows/house-hunters/episodes/freedom-to-travel,"A couple that's spent years working two jobs to take care of their large Wisconsin home is ready to downsize to a tiny home that gives them freedom to travel the country. Having mobility is about the only thing they agree on, however, because she's looking for a rustic-style home with pops of color while he's interested in a modern feel.",159,,Wisconsin,0,House Hunters,,,,43.074761,-89.3837613,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/freedom-to-travel,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a296
308,TVEpisode,5,Country Living in Wisconsin,https://www.hgtv.com/shows/house-hunters/episodes/country-living-in-wisconsin,"An Air Force couple in Wisconsin is searching for a home where their kids can grow up. She wants to stay under budget and be close to her parents, but he's hoping for a large lot out in the country and doesn't mind paying more for something turnkey.",169,,Wisconsin,0,House Hunters,,,,43.074761,-89.3837613,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/country-living-in-wisconsin,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a424
756,TVEpisode,6,Welcome Back to Wauwatosa,https://www.hgtv.com/shows/house-hunters/episodes/welcome-back-to-wauwatosa,"A young married couple is ready to put down roots in her native Wauwatosa, a suburb of Milwaukee, Wisconsin. She wants a Colonial fixer-upper with space for her baby grand piano, but he's looking for a move-in ready contemporary modern home.",135,Wauwatosa,Wisconsin,0,House Hunters,"Wauwatosa, Wisconsin","Wauwatosa, Wisconsin, United States of America","(43.0494122, -88.0079271, 0.0)",43.0494122,-88.0079271,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/welcome-back-to-wauwatosa,Bad,
1690,TVEpisode,3,Parents Expecting Twins Need a Home in a Hurry,https://www.hgtv.com/shows/house-hunters/episodes/parents-expecting-twins-need-a-home-in-a-hurry,"Brian and his wife Logan have twins on the way, but their current home is just too small for the new family members.  They want a four-bedroom house with a swimming pool, which is not common in Syracuse, New York.  And although they couple is in a hurry, Logan tends to take her time, visualizing where furniture will go, even using a measuring tape to check every last inch.",64,Syracuse,New York,0,House Hunters,"Syracuse, New York","Syracuse, Onondaga County, New York, United States of America","(43.0481221, -76.1474244, 0.0)",43.0481221,-76.1474244,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/parents-expecting-twins-need-a-home-in-a-hurry,Bad,
680,TVEpisode,9,Cape Cod vs. Ranch in Syracuse,https://www.hgtv.com/shows/house-hunters/episodes/cape-cod-vs-ranch-in-syracuse,"First-time buyers Kayla and Caroline look for a home in Syracuse, New York. But while Caroline wants a classic Cape Cod, Kayla's hoping for a ranch-style home.",141,Syracuse,New York,0,House Hunters,"Syracuse, New York","Syracuse, Onondaga County, New York, United States of America","(43.0481221, -76.1474244, 0.0)",43.0481221,-76.1474244,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/cape-cod-vs-ranch-in-syracuse,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a62
2207,TVEpisode,5,"So Long, Texas",https://www.hgtv.com/shows/house-hunters/episodes/so-long-texas,They're moving from Texas to Milwaukee. Can they quickly find a house everyone will like?,23,Milwaukee,Wisconsin,0,House Hunters,"Milwaukee, Wisconsin","Milwaukee, Wisconsin, United States of America","(43.0349931, -87.922497, 0.0)",43.0349931,-87.922497,,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/so-long-texas,Bad,
1739,TVEpisode,13,An Iraq War Vet and Wife Seek First Home for Future Family,https://www.hgtv.com/shows/house-hunters/episodes/an-iraq-war-vet-and-wife-seek-first-home-for-future-family,"Kati, a former Team USA rugby player, and Aaron, an Iraq War veteran, are searching the Milwaukee area for their first home.  They're looking to escape they're cramped college apartment and find a house with enough room for their clothes and furniture, a big master bedroom, and a large basement. But they don't know if their $200,000 budget will be enough to get them the space they want.",61,Milwaukee,Wisconsin,0,House Hunters,"Milwaukee, Wisconsin","Milwaukee, Wisconsin, United States of America","(43.0349931, -87.922497, 0.0)",43.0349931,-87.922497,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/an-iraq-war-vet-and-wife-seek-first-home-for-future-family,Bad,
81,TVEpisode,11,Moving in Together in Milwaukee,https://www.hgtv.com/shows/house-hunters/episodes/moving-in-together-in-milwaukee,"A young Milwaukee couple taking the next step in their relationship is looking to buy a home. She is excited for something old and charming, but he is a modern architect and sees past the charm to what might actually be structural issues.",188,Milwaukee,Wisconsin,0,House Hunters,"Milwaukee, Wisconsin","Milwaukee, Wisconsin, United States of America","(43.0349931, -87.922497, 0.0)",43.0349931,-87.922497,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/moving-in-together-in-milwaukee,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a604
2057,TVEpisode,7,Wish List Before the Wedding,https://www.hgtv.com/shows/house-hunters/episodes/wish-list-before-the-wedding,"Jesse Kohler, his fiancee Jennifer Masbruch and their dog Cocoa are ready to stop renting and make a home purchase.  While they love the open floor plan of their apartment, they want a spacious yard for Cocoa.  With their wedding just six months away, Jesse and Jennifer would love to get into their dream home before they say their ""I do's.""  As first-time buyers, they have a lot of questions.  And with a budget of $200,000, their biggest question is how much house they can afford in their hometown of Black Earth, Wisconsin.",36,Cocoa,Wisconsin,0,House Hunters,"Cocoa, Wisconsin","Cocoa Beach Drive, Madison, Dane County, Wisconsin, 53719, United States of America","(43.03152, -89.503259, 0.0)",43.03152,-89.503259,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/wish-list-before-the-wedding,Bad,
63,TVEpisode,4,Investing in Flint,https://www.hgtv.com/shows/house-hunters/episodes/investing-in-flint,"A couple loves the city of Flint, Michigan, and are eager to find a new home there. He wants an older, historic home downtown, while she prefers a ranch-style house and doesn't mind renovations and spending more money to get what she wants.",189,Flint,Michigan,0,House Hunters,"Flint, Michigan","Flint, Genesee County, Michigan, United States of America","(43.0161693, -83.6900211, 0.0)",43.0161693,-83.6900211,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/investing-in-flint,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a612
1908,TVEpisode,13,Ready for Their Own Place,https://www.hgtv.com/shows/house-hunters/episodes/a-wisconsin-couple-sets-out-to-find-their-own-place-after-living-with-family,"After graduating from college, Tom and Kelsey got married and set out for an adventure.They lived in several different places, including Alaska, but they were drawn back home to the beautiful lake country in Waukesha County, Wisconsin, west of Milwaukee.They've been living with Tom's parents, and they're ready for their own place. The free room and board allowed them to save money and shop for their ideal house. Tom and Kelsey are looking for something that needs work.They love doing projects together and a fixer-upper will give them the chance to make a home in their own style. They're also realistic that fixers might be the only properties available in their budget. Can they find a house that's affordable and needs a reasonable, but not overwhelming, amount of work?",48,Waukesha,Wisconsin,0,House Hunters,"Waukesha, Wisconsin","Waukesha, Waukesha County, Wisconsin, United States of America","(43.0116784, -88.2314813, 0.0)",43.0116784,-88.2314813,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/ready-for-their-own-place,Bad,
362,TVEpisode,5,Compromise in Waukesha,https://www.hgtv.com/shows/house-hunters/episodes/compromise-in-waukesha,"A newlywed couple searches for their first home in Waukesha, Wisconsin. The hunt puts their new marriage to its first big test, as he wants vintage charm and she wants a big, open-concept home.",165,Waukesha,Wisconsin,0,House Hunters,"Waukesha, Wisconsin","Waukesha, Waukesha County, Wisconsin, United States of America","(43.0116784, -88.2314813, 0.0)",43.0116784,-88.2314813,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/compromise-in-waukesha,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a370
1070,TVEpisode,8,"Young Couple Debate Old vs. New in Manchester, NH",https://www.hgtv.com/shows/house-hunters/episodes/young-couple-debate-old-vs-new-in-manchester-nh,"Married high school sweethearts look to buy a home in the Manchester, New Hampshire area. But she wants a move-in ready Colonial with charm. He's set on finding an old fashioned Cape Cod with plenty of projects.",111,Manchester,New Hampshire,0,House Hunters,"Manchester, New Hampshire","Manchester, Hillsborough County, New Hampshire, United States of America","(42.9956397, -71.4547891, 0.0)",42.9956397,-71.4547891,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/young-couple-debate-old-vs-new-in-manchester-nh,Bad,
1673,TVEpisode,12,"Young Buyers in Grand Rapids, Michigan, Demand The Perfect Home",https://www.hgtv.com/shows/house-hunters/episodes/young-buyers-in-grand-rapids-michigan-demand-the-perfect-home,"Eric and his wife Chelsea are ready to move out of their apartment and buy their first home in Grand Rapids, Mich. They've got $150,000 to spend, and Eric wants perfection for his money. He describes himself as the typical type A personality and is very picky when it comes to the house hunt. He's adamant about wanting an older brick home, which in their price range is hard to come by. Chelsea is much more easy going.While she'd prefer newer construction, she is more willing to compromise.",66,Grand Rapids,Michigan,0,House Hunters,"Grand Rapids, Michigan","Grand Rapids, Kent County, Michigan, United States of America","(42.9632405, -85.6678639, 0.0)",42.9632405,-85.6678639,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/young-buyers-in-grand-rapids-michigan-demand-the-perfect-home,Bad,
1647,TVEpisode,12,Grand Rapids Vintage Charmer,https://www.hgtv.com/shows/house-hunters/episodes/young-couple-searches-grand-rapids-for-vintage-charmer,"Michigan couple, Ray and Jenna, are about to be married and want to buy their first house before their wedding, which only leaves a few months to find the perfect starter home.   They want to live in one of Grand Rapid's most desirable neighborhoods. With a long wish list and a tight budget, finding a home in East Grand Rapids is going to be a big challenge for this soon-to-be wed couple.   They want an old home with character and charm, but also want the home to be move-in-ready with modern amenities.  They'll have to decide if they'll settle for less in their desired area, or live farther out and get more house for their money.",68,Grand Rapids,Michigan,0,House Hunters,"Grand Rapids, Michigan","Grand Rapids, Kent County, Michigan, United States of America","(42.9632405, -85.6678639, 0.0)",42.9632405,-85.6678639,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/grand-rapids-vintage-charmer,Bad,
1517,TVEpisode,12,Interior Designer's Vintage Dreams vs. Brotherly Advice in Michigan,https://www.hgtv.com/shows/house-hunters/episodes/interor-designers-vintage-dreams-vs-brotherly-advice-in-michigan,"As an interior designer, Diane dreams of finding a vintage home with architectural detail in Grand Rapids, Michigan.  But her brother, Chris, thinks older homes are more trouble than they're worth, with hidden problems and expensive updating.  Can he get her to look past the hardwood floors and crown moulding to see his point of view?",78,Grand Rapids,Michigan,0,House Hunters,"Grand Rapids, Michigan","Grand Rapids, Kent County, Michigan, United States of America","(42.9632405, -85.6678639, 0.0)",42.9632405,-85.6678639,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/interior-designers-vintage-dreams-vs-brotherly-advice-in-michigan,Bad,
868,TVEpisode,13,Grand Rapids Couple Looking for a New Home,https://www.hgtv.com/shows/house-hunters/episodes/grand-rapids-couple-looking-for-a-new-home,"Buyers in Grand Rapids, Michigan, are looking for a home after moving with their kids from Chicago. Complicating matters, he wants a small lot with plenty of close neighbors so the kids will have friends to play with, while she'd prefer a large private lot with a woodsy feel.",127,Grand Rapids,Michigan,0,House Hunters,"Grand Rapids, Michigan","Grand Rapids, Kent County, Michigan, United States of America","(42.9632405, -85.6678639, 0.0)",42.9632405,-85.6678639,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/grand-rapids-couple-looking-for-a-new-home,Bad,
527,TVEpisode,1,"Fixer-Upper or New Build in Grand Rapids, MI",https://www.hgtv.com/shows/house-hunters/episodes/fixer-upper-or-new-build-in-grand-rapids-mi,"A young couple with two small children has been living with her parents while they search for a house. She wants a midcentury modern with plenty of projects so she can make it her own, but he'd prefer a contemporary build with no work required.",152,Grand Rapids,Michigan,0,House Hunters,"Grand Rapids, Michigan","Grand Rapids, Kent County, Michigan, United States of America","(42.9632405, -85.6678639, 0.0)",42.9632405,-85.6678639,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/fixer-upper-or-new-build-in-grand-rapids-mi,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a199
367,TVEpisode,10,Hopelessly Impatient in Michigan,https://www.hgtv.com/shows/house-hunters/episodes/hopelessly-impatient-in-michigan,"Newlyweds in Grand Rapids, Michigan, are on the hunt for their first home. He's hoping to hold onto their downtown lifestyle, while she's ready to transition to a big home in the suburbs and start a family.",165,Grand Rapids,Michigan,0,House Hunters,"Grand Rapids, Michigan","Grand Rapids, Kent County, Michigan, United States of America","(42.9632405, -85.6678639, 0.0)",42.9632405,-85.6678639,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/hopelessly-impatient-in-michigan,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a363
330,TVEpisode,1,The Tall and Short of It in Grand Rapids,https://www.hgtv.com/shows/house-hunters/episodes/the-tall-and-short-of-it-in-grand-rapids,"College sweethearts are searching for the perfect house in Grand Rapids, Michigan, and since she's a foot shorter than he is, she's desperate to get kitchen cabinets that she can reach without his help. Meanwhile, he's fixated on the shape of the roof for his Christmas light displays.",167,Grand Rapids,Michigan,0,House Hunters,"Grand Rapids, Michigan","Grand Rapids, Kent County, Michigan, United States of America","(42.9632405, -85.6678639, 0.0)",42.9632405,-85.6678639,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/the-tall-and-short-of-it-in-grand-rapids,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a392
